Date,Open,High,Low,Close,Volume
2004-11-10,12.654,13.4173,12.654,13.3637,107228292.80125
2004-11-12,13.3637,14.0728,13.3637,13.4724,38310337.579814
2004-11-15,13.3637,13.4724,13.1481,13.4173,15936488.750084
2004-11-16,13.3637,13.4173,13.3094,13.3637,7232818.0433307
2004-11-17,13.3637,13.4173,13.255,13.3637,5970564.228704
2004-11-18,13.3637,13.4173,13.3094,13.3637,3320836.3055109
2004-11-19,13.4173,13.4173,13.255,13.255,5541180.0333009
2004-11-22,13.2016,13.255,12.979,13.1481,6790630.5470686
2004-11-23,13.0938,13.1481,12.979,13.0938,6560021.5684611
2004-11-24,13.0938,13.0938,12.979,13.0938,5867656.6690784
2004-11-25,13.0938,13.4724,13.0938,13.4724,5189942.0014855
2004-11-26,13.4173,13.4724,13.3094,13.4724,1970274.1492625
2004-11-29,13.4173,13.5268,13.3637,13.5268,4202051.9215215
2004-11-30,13.5268,13.6881,13.4724,13.6347,9214747.6832692
2004-12-01,13.4724,13.7484,13.4173,13.7484,4556117.7402422
2004-12-02,13.6881,13.9649,13.6881,13.9106,4956538.8586954
2004-12-03,13.9106,13.9649,13.801,13.9649,4984434.1243539
2004-12-06,13.8554,13.9106,13.6881,13.8554,2113287.8198466
2004-12-07,13.801,14.1262,13.801,14.1262,5097026.1874727
2004-12-08,13.9649,14.0728,13.9106,14.0184,2302810.9909251
2004-12-09,13.9106,13.9649,13.801,13.8554,1552000.5245495
2004-12-10,13.801,14.0184,13.801,13.9106,4369297.1404126
2004-12-13,13.8554,13.9106,13.6347,13.7484,1804281.0869346
2004-12-14,13.6881,13.8554,13.6347,13.7484,2806719.3711165
2004-12-15,13.6881,13.801,13.6347,13.6881,1582607.6366909
2004-12-16,13.6881,13.9106,13.6347,13.8554,2444729.0245165
2004-12-17,13.801,14.1805,13.7484,14.1805,4571420.7166108
2004-12-20,14.1805,14.7274,14.1805,14.6731,5580591.6611285
2004-12-21,14.5652,15.0517,14.4565,14.9438,4192011.4809312
2004-12-22,14.9973,15.5451,14.5652,14.9438,4642147.8525614
