Date,Open,High,Low,Close,Volume
1993-06-22,4.21838,4.21838,4.21838,4.21838,1457005.423572
1993-06-24,3.85212,3.85212,3.85212,3.85212,1291538.1131688
1993-06-28,3.85212,3.85212,3.85212,3.85212,614061.14501815
1993-06-29,4.07655,4.07655,4.07655,4.07655,497559.17721311
1993-07-01,4.21838,4.21838,4.21838,4.21838,805236.92697104
1993-07-05,4.4134,4.4134,4.4134,4.4134,521929.26860199
1993-07-06,4.43709,4.43709,4.43709,4.43709,364680.92057809
1993-07-08,3.99388,3.99388,3.99388,3.99388,395881.27914162
1993-07-12,4.07655,4.07655,4.07655,4.07655,186486.4198853
1993-07-13,4.04698,4.04698,4.04698,4.04698,238146.13307048
1993-07-15,3.99388,3.99388,3.99388,3.99388,431413.76296288
1993-07-19,3.99388,3.99388,3.99388,3.99388,367966.49292803
1993-07-20,3.93481,3.93481,3.93481,3.93481,450562.41069761
1993-07-22,4.02337,4.02337,4.02337,4.02337,521005.98755112
1993-07-26,4.02337,4.02337,4.02337,4.02337,338103.25664936
1993-07-27,3.96422,3.96422,3.96422,3.96422,258220.57760827
1993-07-29,4.02337,4.02337,4.02337,4.02337,339722.14317859
1993-08-02,4.07655,4.07655,4.07655,4.07655,274203.15122173
1993-08-03,4.07655,4.07655,4.07655,4.07655,291966.87738016
1993-08-05,4.04698,4.04698,4.04698,4.04698,303163.232467
1993-08-09,4.43709,4.43709,4.43709,4.43709,790221.66007165
1993-08-10,4.88601,4.88601,4.88601,4.88601,0
1993-08-12,5.38829,5.38829,5.38829,5.38829,0
1993-08-16,5.8904,5.8904,5.8904,5.8904,965999.78079345
1993-08-17,6.48164,6.48164,6.48164,6.48164,1217597.6407821
1993-08-19,7.09554,7.09554,7.09554,7.09554,824847.21523123
1993-08-23,7.73367,7.73367,7.73367,7.73367,0
1993-08-24,8.46108,8.46108,8.46108,8.46108,353960.04265369
1993-08-26,9.33005,9.33005,9.33005,9.33005,734472.59171431
1993-08-30,8.40702,8.40702,8.40702,8.40702,712442.14985487
1993-08-31,7.59773,7.59773,7.59773,7.59773,818798.08910914
1993-09-02,8.2949,8.2949,8.2949,8.2949,501734.06795945
1993-09-06,9.07481,9.07481,9.07481,9.07481,1126828.0441726
1993-09-07,8.15339,8.15339,8.15339,8.15339,1060324.1352364
1993-09-09,7.81715,7.81715,7.81715,7.81715,491262.24950108
1993-09-13,7.73367,7.73367,7.73367,7.73367,286188.19461768
1993-09-14,7.81715,7.81715,7.81715,7.81715,313929.39393068
1993-09-16,8.06995,8.06995,8.06995,8.06995,515003.40284441
1993-09-20,7.26081,7.26081,7.26081,7.26081,393554.2083731
1993-09-21,6.53427,6.53427,6.53427,6.53427,324138.31628601
1993-09-23,5.8904,5.8904,5.8904,5.8904,393746.66341504
1993-09-27,5.41771,5.41771,5.41771,5.41771,628252.50307789
1993-09-28,5.94947,5.94947,5.94947,5.94947,0
1993-09-30,6.48164,6.48164,6.48164,6.48164,425986.0276298
1993-10-04,7.09554,7.09554,7.09554,7.09554,963904.15922569
1993-10-05,7.42689,7.42689,7.42689,7.42689,920201.77019277
1993-10-07,7.42689,7.42689,7.42689,7.42689,982177.32520103
1993-10-11,7.87597,7.87597,7.87597,7.87597,936352.89920243
1993-10-12,8.34903,8.34903,8.34903,8.34903,830956.71940567
1993-10-14,8.34903,8.34903,8.34903,8.34903,706995.54638044
1993-10-18,9.02071,9.02071,9.02071,9.02071,1491195.7536041
1993-10-19,8.68453,8.68453,8.68453,8.68453,535697.98029512
1993-10-21,8.21226,8.21226,8.21226,8.21226,724238.51183717
1993-10-26,7.87597,7.87597,7.87597,7.87597,546627.66565063
1993-10-28,8.34903,8.34903,8.34903,8.34903,712139.00171693
1993-11-02,8.34903,8.34903,8.34903,8.34903,425736.96816376
1993-11-04,8.40702,8.40702,8.40702,8.40702,830386.90153641
1993-11-08,8.06995,8.06995,8.06995,8.06995,466716.05545945
1993-11-09,7.87597,7.87597,7.87597,7.87597,607386.8544788
1993-11-10,8.34903,8.34903,8.34903,8.34903,385014.48759065
1993-11-15,8.62564,8.62564,8.62564,8.62564,678371.31805147
1993-11-16,8.54378,8.54378,8.54378,8.54378,500276.18956988
1993-11-18,7.6812,7.6812,7.6812,7.6812,662628.99877142
1993-11-22,7.6812,7.6812,7.6812,7.6812,489312.54155988
1993-11-23,8.15339,8.15339,8.15339,8.15339,273257.22840121
1993-11-25,8.21226,8.21226,8.21226,8.21226,422940.70961326
1993-11-29,8.21226,8.21226,8.21226,8.21226,542121.95349234
1993-11-30,8.2949,8.2949,8.2949,8.2949,336542.2324203
1993-12-02,8.40702,8.40702,8.40702,8.40702,655305.64416907
1993-12-06,9.26956,9.26956,9.26956,9.26956,1076950.7414085
1993-12-07,9.6059,9.6059,9.6059,9.6059,885003.88141176
1993-12-09,9.54778,9.54778,9.54778,9.54778,610669.91107656
1993-12-13,9.83003,9.83003,9.83003,9.83003,632809.78815592
1993-12-14,9.83003,9.83003,9.83003,9.83003,447896.97126058
1993-12-16,10.0789,10.0789,10.0789,10.0789,556503.25084183
1993-12-20,10.8055,10.8055,10.8055,10.8055,797534.95166527
1993-12-21,11.0313,11.0313,11.0313,11.0313,575699.69786802
1993-12-23,11.4502,11.4502,11.4502,11.4502,899293.35380659
1993-12-27,12.0051,12.0051,12.0051,12.0051,820455.96979721
1993-12-28,10.8055,10.8055,10.8055,10.8055,701341.39335097
1993-12-30,11.8923,11.8923,11.8923,11.8923,943486.31451504
1994-01-03,12.6197,12.6197,12.6197,12.6197,731018.46396817
1994-01-04,13.1221,13.1221,13.1221,13.1221,1167109.0102377
1994-01-06,13.1801,13.1801,13.1801,13.1801,1077004.8300804
